## [iView]
## Converted from:	E:\pahan\Институт\ЦЭП\Диагностика знаний с помощью EyeTracker'а\Колледжи\Колледж 53 (двигатель)\Results\Kiryukhin.idf
## Date:	25.04.2013 01:01:00
## Version:	IDF Converter 3.0.3
## Sample Rate:	50
## [Run]
## Subject:	Kiryukhin                                                                                                                                                                                                                                                       
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	5-point
## Calibration Area:	752	480
## [Geometry]
## Stimulus Dimension [mm]:	300	200
## Head Distance [mm]:	500
## [Hardware Setup]
## [Presentation]
## Number of Samples:	13717                                                                                                                                                                                                                                                           
## Reversed:	x
## Format:	LEFT, RAW, DIAMETER, CR, POR, QUALITY, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	L Dia X [px]	L Dia Y [px]	L CR1 X [px]	L CR1 Y [px]	L POR X [px]	L POR Y [px]	Timing	Latency	Frame
10137103096	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	444	1500
10137121569	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	363	1500
10137141706	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	419	1500
10137161582	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	429	1501
10137181629	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	479	1501
10137202592	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	458	1502
10137221625	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	478	1503
10137241440	SMP	3	197.1528	137.1451	74.9982	65.9842	152.3567	133.4131	68.9182	482.8781	0	940	1503
10137261506	SMP	3	202.5128	138.2107	102.8414	68.6203	152.5536	133.5183	26.7138	487.0755	0	1030	1503
10137281444	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0650	0.0000	0	482	1504
10137302462	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0315	0.0000	0	494	1504
10137321445	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0128	0.0000	0	407	1505
10137341355	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	395	1505
10137361324	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	420	1506
10137381380	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	398	1506
10137402335	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	358	1507
10137422898	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	375	1508
10137441308	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	412	1508
10137461282	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	413	1508
10137481190	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	408	1509
10137502217	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	463	1509
10137521189	SMP	3	183.7859	146.4420	52.9571	49.9649	0.0000	0.0000	0.0000	0.0000	0	938	1510
10137542781	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	460	1511
10137561079	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	482	1511
10137581128	SMP	3	199.6370	140.8619	99.9225	69.7444	152.9620	133.0008	51.2141	519.3143	0	976	1511
10137602087	SMP	3	198.5067	138.8055	105.8627	70.6665	152.8406	133.2175	57.8706	499.9808	0	920	1512
10137621154	SMP	3	200.3580	140.2919	100.9200	68.8616	152.9848	133.0826	48.9970	513.2560	0	968	1512
10137641087	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	443	1513
10137661401	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	402	1514
10137680936	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	370	1514
10137701969	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	417	1514
10137720942	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	361	1515
10137741002	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	362	1515
10137760947	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	369	1516
10137781623	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	393	1517
10137801835	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	367	1517
10137820901	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	425	1517
10137840811	SMP	3	182.9627	145.2799	45.9166	39.9578	118.8055	134.7586	-91.0130	536.9662	0	895	1518
10137860897	SMP	3	189.4640	140.6495	57.9733	50.9462	153.7345	130.9792	138.0739	538.3378	0	989	1518
10137880816	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	453	1519
10137902212	SMP	3	195.1556	137.7850	73.9997	68.9391	153.6372	132.2143	94.1136	500.5753	0	953	1520
10137920687	SMP	3	193.1113	133.8922	79.9497	70.9687	153.4825	132.4929	110.7446	463.7629	0	977	1520
10137940822	SMP	3	193.4269	132.5825	80.9676	72.9768	153.4595	132.8268	110.3330	450.8791	0	983	1520
10137960697	SMP	3	193.2524	130.9486	80.9701	73.9780	153.3485	132.9277	111.1139	435.1375	0	937	1521
10137980847	SMP	3	193.4500	130.2826	80.9781	73.9829	153.2465	133.0765	110.8232	428.7038	0	952	1521
10138001711	SMP	3	193.5273	129.9873	80.9751	74.9457	153.1981	133.4262	110.1600	423.3069	0	925	1522
10138020683	SMP	3	193.6024	129.4978	80.9825	75.9831	153.2559	133.3135	109.7883	419.5284	0	972	1522
10138040574	SMP	3	193.5556	129.6433	80.9769	77.9831	153.2519	133.6925	109.6553	416.9011	0	933	1523
10138060652	SMP	3	193.5329	129.0222	80.9690	75.9900	153.2500	133.5071	109.9184	413.6970	0	991	1523
10138080571	SMP	3	193.7287	129.0669	80.9338	77.9860	153.4233	133.7598	110.1556	411.0995	0	928	1524
10138101710	SMP	3	193.6003	128.6166	80.9753	77.9132	153.2576	133.6957	110.2708	408.1097	0	985	1525
10138120566	SMP	3	193.5318	128.4508	80.9718	78.9873	153.1566	133.6448	110.2260	406.0526	0	963	1525
10138140572	SMP	3	193.6459	128.5025	80.9584	78.9846	153.3678	133.8477	110.4610	404.3906	0	978	1525
10138160444	SMP	3	193.7159	127.9686	79.9935	77.9814	153.2045	133.4364	110.0410	403.0165	0	984	1526
10138180573	SMP	3	193.6860	128.0005	79.9934	79.9238	153.2197	133.6932	109.8275	401.4904	0	978	1526
10138201459	SMP	3	193.7069	127.7660	80.9695	80.9348	153.0661	133.6663	109.2381	399.7229	0	965	1527
10138220553	SMP	3	193.6131	127.5844	80.9766	80.9350	153.0487	133.6699	109.0119	397.9561	0	931	1527
10138240441	SMP	3	193.5858	127.8320	80.9805	81.9422	152.9791	133.7168	108.8580	397.5648	0	943	1528
10138260495	SMP	3	193.2474	126.8430	79.9935	79.9231	153.0675	133.3272	110.1720	395.4739	0	998	1528
10138280309	SMP	3	193.3666	127.4217	79.9926	78.9872	153.1954	133.4200	111.2423	395.9307	0	964	1529
10138300732	SMP	3	193.3225	128.1486	79.9828	75.9870	153.4720	132.7050	112.5480	406.3771	0	1015	1530
10138320309	SMP	3	193.3866	130.7090	78.9560	67.9855	153.7063	132.4962	113.2417	434.9361	0	984	1530
10138340417	SMP	3	192.0148	142.5144	65.9966	43.7124	154.1830	131.5865	116.5443	550.0401	0	949	1530
10138360198	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	374	1531
10138380391	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	366	1531
10138401211	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	370	1532
10138420329	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	372	1532
10138440183	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	369	1533
10138460322	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	361	1533
10138480072	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	399	1534
10138500473	SMP	3	175.9852	143.2475	42.9368	39.9184	0.0000	0.0000	0.0000	0.0000	0	906	1534
10138520072	SMP	3	175.4509	137.8781	67.9978	50.9882	147.9327	130.4376	205.4945	522.3885	0	896	1535
10138540168	SMP	3	174.8817	133.2081	81.9703	56.9967	147.8846	131.0866	210.3073	474.7722	0	968	1535
10138560079	SMP	3	175.3031	130.5208	83.9558	60.9663	147.7425	131.9019	210.4540	443.1025	0	917	1536
10138580110	SMP	3	174.6210	128.0238	83.9847	68.8406	147.5926	131.9653	213.4859	420.6105	0	954	1536
10138600957	SMP	3	175.2161	127.7867	83.9942	68.9822	147.5756	132.5465	213.2089	415.4365	0	911	1537
10138620045	SMP	3	175.4552	126.5529	83.9927	70.9925	147.5472	132.3724	212.2172	406.5428	0	964	1537
10138639945	SMP	3	175.7820	125.9749	84.9974	72.9869	147.6047	132.9458	210.9550	395.8256	0	952	1538
10138660046	SMP	3	175.9710	125.5434	84.9857	73.9926	147.6358	132.9128	209.5054	391.4880	0	966	1538
10138679939	SMP	3	176.1964	125.1266	84.9911	74.9930	147.6407	132.9186	208.1696	388.0478	0	944	1539
10138700974	SMP	3	176.2534	125.0187	84.9893	75.9983	147.6935	132.9979	207.3739	385.6878	0	992	1540
10138719809	SMP	3	176.2346	124.6601	84.9953	75.9883	147.6878	132.9937	207.0864	382.9012	0	974	1540
10138739903	SMP	3	175.8945	124.5706	83.9913	76.9996	147.5176	133.0103	207.5523	381.0156	0	964	1540
10138759823	SMP	3	176.0396	124.4670	83.9962	77.9981	147.4897	133.0143	207.5996	379.5746	0	933	1541
10138779923	SMP	3	175.8216	124.4141	83.9979	77.9987	147.4051	133.0247	207.9338	378.5810	0	965	1541
10138800839	SMP	3	175.7763	124.3414	83.9939	77.9972	147.3003	133.4144	208.0943	376.4225	0	980	1542
10138821957	SMP	3	175.8462	124.2556	83.9968	77.9976	147.3827	132.9236	208.0671	376.4590	0	1002	1543
10138839686	SMP	3	175.6026	125.2279	83.9981	75.9992	147.4087	133.0344	208.6903	380.9049	0	940	1543
10138859873	SMP	3	174.4456	129.7440	83.9775	64.9910	147.6727	132.3421	213.4369	432.4365	0	949	1543
10138879686	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	394	1544
10138900841	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	417	1545
10138919563	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	368	1545
10138940417	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	398	1546
10138959576	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	368	1546
10138979754	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	368	1546
10139000458	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	399	1547
10139019762	SMP	3	169.6864	140.5291	38.9549	37.9976	0.0000	0.0000	0.0000	0.0000	0	871	1547
10139039438	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	435	1548
10139060345	SMP	3	161.6807	128.6701	82.9851	60.6363	142.3161	129.9943	276.5643	446.5360	0	949	1549
10139079436	SMP	3	162.6238	125.7856	85.9785	65.6780	142.0619	130.7082	271.8988	413.7748	0	915	1549
10139100591	SMP	3	163.1480	124.4082	85.9881	69.7281	142.1440	131.1182	269.0536	399.1928	0	1002	1549
10139119446	SMP	3	163.3503	122.9898	85.9951	72.7498	142.0546	131.1928	267.2087	386.3987	0	901	1550
10139139687	SMP	3	163.5888	122.4179	85.9926	73.7658	142.0517	131.8043	265.6016	376.2341	0	961	1550
10139159331	SMP	3	163.6194	121.7945	85.9930	74.7843	142.0462	131.8063	264.7546	370.5690	0	975	1551
10139179516	SMP	3	163.7019	121.3691	85.9948	75.7915	142.0063	131.9914	264.1629	365.5388	0	999	1551
10139200335	SMP	3	163.8175	121.2125	85.9910	77.8110	141.9667	132.1890	263.4926	361.8294	0	964	1552
10139219404	SMP	3	163.9111	120.8333	85.9928	77.9934	142.0023	132.2188	262.9794	358.2482	0	970	1552
10139239222	SMP	3	163.9217	120.8610	85.9929	78.8204	142.0018	132.7687	262.7137	354.0145	0	967	1553
10139259349	SMP	3	163.9173	120.8649	85.9929	78.8413	141.9977	132.7738	262.6274	352.0393	0	993	1553
10139279186	SMP	3	163.9440	120.7917	85.9928	78.9789	141.9961	132.7853	262.5941	350.6574	0	934	1554
10139300351	SMP	3	163.9500	120.8085	85.9941	78.9710	141.8777	132.9867	262.2519	349.3545	0	986	1555
10139319179	SMP	3	163.8768	120.6138	85.9945	79.8430	141.8404	132.9602	262.0794	348.0810	0	934	1555
10139339378	SMP	3	163.6726	120.6402	85.9947	79.9781	141.9528	132.8134	262.8888	347.8121	0	980	1555
10139359069	SMP	3	163.6779	121.0712	85.9957	78.9593	141.9212	133.0596	263.4779	348.4338	0	977	1556
10139379222	SMP	3	163.5027	121.0736	85.9957	78.8520	141.9911	132.7744	264.5720	350.2209	0	995	1556
10139400091	SMP	3	161.1916	121.7565	84.9968	75.9693	140.6010	132.1802	268.4554	360.2707	0	950	1557
10139419163	SMP	3	148.3217	133.3042	78.9413	47.6744	136.8246	130.6376	337.3043	485.2164	0	904	1557
10139439072	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	365	1558
10139459261	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	385	1558
10139479080	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	365	1559
10139500107	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	412	1560
10139518938	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	371	1560
10139539107	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	423	1560
10139558946	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	446	1561
10139579094	SMP	3	142.4488	125.8697	86.9664	57.7799	133.1162	128.1677	357.8312	441.3736	0	982	1561
10139599960	SMP	3	143.2764	122.6891	87.9736	65.8214	133.0244	129.6698	355.3011	398.9605	0	902	1562
10139618970	SMP	3	143.8355	120.1563	87.9996	70.8732	133.2072	130.0044	353.7614	373.1764	0	943	1562
10139638809	SMP	3	144.1284	118.8187	88.9967	75.9206	133.0179	130.3103	351.7159	360.1103	0	929	1563
10139659016	SMP	3	144.2951	118.2174	87.9900	77.8804	133.0554	130.9275	350.2289	349.9800	0	992	1563
10139678811	SMP	3	144.3045	117.5868	88.9931	79.8861	132.8973	131.0845	349.1271	343.0736	0	975	1564
10139699964	SMP	3	144.3815	117.1772	88.9927	80.9694	132.9590	131.1848	348.5840	338.4452	0	1022	1564
10139718692	SMP	3	144.4698	116.8576	89.9995	81.9697	132.9552	131.2818	348.2614	334.6669	0	947	1565
10139738917	SMP	3	144.3379	116.5900	88.9842	81.9924	132.9129	131.3692	348.3934	331.3479	0	1001	1565
10139758698	SMP	3	144.2772	116.4897	88.9867	82.9902	132.8062	131.5112	348.5314	328.6592	0	939	1566
10139778882	SMP	3	144.2486	116.3643	88.9834	83.9876	132.8007	131.5178	348.7073	326.7438	0	997	1566
10139799711	SMP	3	144.3324	116.2034	88.9820	83.9928	132.8354	131.7592	348.8025	324.1748	0	958	1567
10139818859	SMP	3	144.2845	116.3248	88.9827	83.9932	132.8648	131.8575	349.0070	322.7676	0	985	1567
10139838602	SMP	3	144.3607	116.3507	89.9872	84.9916	132.8695	131.8604	348.9877	322.0635	0	984	1568
10139858728	SMP	3	144.4185	116.2172	89.9938	85.9804	132.9097	131.8291	348.8899	321.4487	0	996	1568
10139878573	SMP	3	144.4853	116.0838	89.9935	84.9936	132.9109	131.8270	348.6499	320.7865	0	916	1569
10139899710	SMP	3	144.4507	116.0925	89.9935	85.9883	132.9043	131.8269	348.5047	320.2666	0	1000	1570
10139918570	SMP	3	144.3851	116.1921	89.9910	85.9979	132.8332	131.9041	348.4480	320.0059	0	942	1570
10139938753	SMP	3	144.2814	116.1635	89.9910	85.9991	132.8285	131.9083	348.7172	319.8573	0	1008	1570
10139958480	SMP	3	144.3454	116.1545	89.9867	85.9985	132.8310	131.9054	348.8104	319.8017	0	982	1571
10139978598	SMP	3	144.3787	116.2437	89.9905	85.9999	132.7839	131.9863	348.5930	319.7612	0	1007	1571
10139999465	SMP	3	144.5104	116.1204	89.9889	85.9982	132.9082	131.8329	348.3492	319.8245	0	919	1572
10140018610	SMP	3	144.5478	116.2654	89.9906	85.9986	132.8503	131.9047	347.8379	320.1322	0	1046	1572
10140038440	SMP	3	144.5339	116.0998	89.9899	85.9938	132.9917	131.6758	347.9256	320.6154	0	947	1573
10140058516	SMP	3	144.5360	116.3030	89.9924	85.9987	132.8485	131.9104	347.7073	320.8548	0	1011	1573
10140078310	SMP	3	144.3966	116.0982	89.9871	85.9916	132.9092	131.8251	348.1230	320.5968	0	950	1574
10140099460	SMP	3	144.3510	116.2333	89.9905	85.9980	132.8385	131.9088	348.4559	320.4458	0	1029	1575
10140118310	SMP	3	144.3024	116.0783	89.9872	85.9950	132.8676	131.8549	348.8602	320.0183	0	959	1575
10140138454	SMP	3	144.3303	116.2208	89.9904	85.9995	132.7876	131.9836	348.9010	319.7560	0	987	1575
10140158344	SMP	3	144.2557	116.2069	89.9886	85.9995	132.7851	131.9902	348.9596	319.5890	0	981	1576
10140178394	SMP	3	144.3170	116.0069	89.9896	85.9965	132.9105	131.8251	349.2282	319.3534	0	1026	1576
10140198584	SMP	3	144.3564	116.1667	89.9918	85.9964	132.9947	131.7754	349.5048	319.9229	0	926	1577
10140218401	SMP	3	144.1476	117.5868	89.9970	79.9721	133.1848	130.9639	350.4158	340.0828	0	994	1577
10140238190	SMP	3	142.8031	127.9757	86.9677	55.6175	133.8353	129.6639	355.9291	446.9847	0	902	1578
10140258376	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	409	1578
10140278228	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	376	1579
10140299216	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	408	1580
10140318059	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	367	1580
10140338286	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	416	1580
10140358118	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	389	1581
10140378242	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	468	1581
10140398959	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	437	1582
10140418108	SMP	3	147.7416	125.8141	88.9232	61.7688	135.9755	129.3982	339.0769	428.9446	0	944	1582
10140437981	SMP	3	148.5879	122.8164	88.9863	68.8391	135.8969	130.1056	336.1090	395.3199	0	893	1583
10140458099	SMP	3	148.2494	121.2428	89.9970	72.8772	135.9173	130.3664	336.9618	380.5670	0	979	1583
10140477975	SMP	3	148.7506	119.8526	89.9988	75.8867	135.8685	130.8534	336.0180	363.3107	0	969	1584
10140499087	SMP	3	149.1453	119.0383	89.9961	78.8948	135.7876	130.9925	333.9703	356.0610	0	1013	1585
10140517815	SMP	3	149.5123	118.4534	90.9988	79.9317	135.8871	131.1019	331.9972	350.0420	0	927	1585
10140537968	SMP	3	149.7015	117.8147	90.9987	80.9730	135.8803	131.1042	330.2071	344.4406	0	998	1585
10140557816	SMP	3	149.5082	117.5401	89.9894	81.9842	135.7987	131.1982	329.6479	340.6145	0	946	1586
10140577916	SMP	3	149.5282	117.0626	89.9871	83.9457	135.7165	131.2149	329.3724	336.5648	0	1024	1586
10140598840	SMP	3	149.6044	116.6305	89.9823	83.9870	135.6955	131.3023	329.1582	332.0509	0	932	1587
10140617972	SMP	3	149.3909	116.5350	90.9880	84.9877	135.5489	131.4516	329.2834	328.9007	0	991	1587
10140637726	SMP	3	149.4508	116.1223	90.9871	85.9806	135.5465	131.1118	329.1810	327.1043	0	933	1588
10140657859	SMP	3	149.3408	116.2902	90.9876	85.9848	135.5565	131.4478	329.5180	325.5786	0	993	1588
10140677686	SMP	3	149.2643	116.2562	90.9884	85.9927	135.5125	131.1919	329.8785	325.4992	0	940	1589
10140698837	SMP	3	149.2042	116.1686	90.9896	85.9849	135.4903	131.3952	330.2696	324.7704	0	1009	1590
10140717732	SMP	3	149.0770	116.4940	90.9894	84.9926	135.3638	131.1917	330.4530	326.0852	0	941	1590
10140737727	SMP	3	149.0311	116.4408	90.9892	84.9888	135.4086	131.0357	330.7063	327.6405	0	997	1590
10140757609	SMP	3	148.8164	117.8604	90.9946	80.9793	135.4972	130.9979	331.4529	338.7779	0	940	1591
10140777704	SMP	3	148.1508	123.3773	90.9761	65.7689	135.9214	129.6196	333.9168	404.8886	0	979	1591
10140798597	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	438	1592
10140817734	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	400	1592
10140837568	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	368	1593
10140857601	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	409	1593
10140877471	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	368	1594
10140898586	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	415	1595
10140917479	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	367	1595
10140937566	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	447	1595
10140957439	SMP	3	161.2961	141.6545	28.8203	33.9327	0.0000	0.0000	0.0000	0.0000	0	872	1596
10140977434	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	510	1596
10140998340	SMP	3	144.5170	128.7055	90.9706	62.6253	134.8708	130.3526	354.8999	447.1106	0	920	1597
10141017396	SMP	3	145.2241	125.4970	91.9705	68.8654	134.7751	130.9971	352.6334	412.1990	0	1034	1597
10141037312	SMP	3	145.1981	123.7132	90.9996	73.8450	134.3670	131.7479	351.0639	389.6098	0	937	1598
10141057468	SMP	3	144.7149	122.8693	91.9936	76.9134	134.1225	132.1112	351.3090	381.3506	0	1004	1598
10141077353	SMP	3	144.8753	121.7069	91.9983	79.8745	133.9553	132.1885	350.6885	370.2347	0	939	1599
10141098351	SMP	3	144.9719	121.0690	91.9990	80.9130	133.8965	132.2694	350.2196	363.7431	0	1009	1600
10141117186	SMP	3	145.1260	120.3201	91.9974	80.9171	133.7823	132.0028	349.1789	359.3644	0	941	1600
10141137249	SMP	3	145.3251	119.9526	91.9967	81.9158	133.8105	132.0473	347.8278	355.6249	0	942	1600
10141157250	SMP	3	145.5855	119.3471	91.9954	82.9040	133.9874	131.7870	346.8476	352.3019	0	948	1601
10141177306	SMP	3	145.9938	119.7084	90.9926	81.9277	134.0206	132.2085	345.1365	350.3492	0	1038	1601
10141198093	SMP	3	146.3770	119.4304	91.9977	82.8936	134.3373	131.9884	343.8071	349.0768	0	939	1602
10141217165	SMP	3	146.7761	119.9974	90.9919	81.8956	134.7999	132.0418	343.0727	350.2515	0	1035	1602
10141237101	SMP	3	146.8331	120.1561	90.9904	80.9206	134.7828	131.9961	342.4495	352.3505	0	937	1603
10141257182	SMP	3	146.5453	120.9116	90.9973	78.9197	134.9891	131.7684	343.4514	359.3312	0	1018	1603
10141277107	SMP	3	145.7868	126.3008	90.9835	65.7701	135.0105	130.6795	345.2957	422.1572	0	893	1604
10141298232	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	444	1605
10141316940	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	371	1605
10141337056	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	391	1605
10141356980	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	369	1606
10141377052	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	432	1606
10141397960	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	367	1607
10141416863	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	446	1607
10141436811	SMP	3	161.5082	143.7307	23.5581	34.9559	0.0000	0.0000	0.0000	0.0000	0	857	1608
10141456872	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	499	1608
10141476812	SMP	3	148.6839	130.1531	89.9760	60.7505	136.9619	130.2974	337.2648	459.8743	0	920	1609
10141497839	SMP	3	149.4674	127.3063	90.9566	65.7727	136.8444	131.0784	334.3953	426.9546	0	996	1609
10141516810	SMP	3	149.8392	125.1982	89.9988	71.8465	136.8237	131.2181	332.4705	407.2901	0	940	1610
10141536773	SMP	3	150.2143	124.1472	90.9998	74.8552	136.7798	131.9873	330.5173	391.6674	0	991	1610
10141556696	SMP	3	150.4003	123.1288	90.9996	76.8740	136.7752	131.9958	328.8712	383.7360	0	993	1611
10141576912	SMP	3	150.5769	123.1841	90.9996	76.8698	136.7817	131.9940	327.4457	382.4138	0	1024	1611
10141597712	SMP	3	150.3408	124.2388	90.9995	73.8576	136.9603	131.5931	327.4982	390.7611	0	934	1612
10141616759	SMP	3	149.2080	130.7002	87.9883	59.6975	137.0063	130.6777	329.9828	461.2012	0	966	1612
10141636686	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	362	1613
10141656652	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	427	1613
10141676560	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	408	1614
10141697852	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	414	1615
10141716610	SMP	3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	366	1615
